Date/Time,Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep) 
 05/01  07:20:00,4055.0265013925725 
 05/01  07:25:00,4055.0265013925725 
 05/01  07:30:00,4055.0265013925725 
 05/01  07:35:00,4055.026501392557 
 05/01  07:40:00,4055.026501392551 
 05/01  07:45:00,4055.026501392551 
 05/01  07:50:00,4055.026501392551 
 05/01  07:55:00,4055.0265013925725 
 05/01  08:00:00,4055.0265013925725 
 05/01  08:05:00,4066.294459687099 
 05/01  08:10:00,4066.2518614965649 
 05/01  08:15:00,4066.2518614965649 
 05/01  08:20:00,4066.2518614965649 
 05/01  08:25:00,4066.2518614965649 
 05/01  08:30:00,4066.2518614965649 
 05/01  08:35:00,4066.2518614965649 
 05/01  08:40:00,4066.2518614965649 
 05/01  08:45:00,4066.2518614965649 
 05/01  08:50:00,4066.2518614965649 
 05/01  08:55:00,4066.2518614965649 
 05/01  09:00:00,4066.2518614965649 
 05/01  09:05:00,4089.5636218732217 
 05/01  09:10:00,4089.5636218732217 
 05/01  09:15:00,4089.5636218732217 
 05/01  09:20:00,4089.5636218732217 
 05/01  09:25:00,4089.5636218732217 
 05/01  09:30:00,4089.5636218732217 
 05/01  09:35:00,4089.5636218732217 
 05/01  09:40:00,4089.5636218732217 
 05/01  09:45:00,4089.5636218732217 
 05/01  09:50:00,4089.5636218732217 
 05/01  09:55:00,4089.5636218732217 
 05/01  10:00:00,4089.5636218732217 
 05/01  10:05:00,4101.700070587149 
 05/01  10:10:00,4101.700070587149 
 05/01  10:15:00,4101.700070587149 
 05/01  10:20:00,4101.700070587149 
 05/01  10:25:00,4101.700070587149 
 05/01  10:30:00,4101.700070587149 
 05/01  10:35:00,4101.700070587149 
 05/01  10:40:00,4101.700070587149 
 05/01  10:45:00,4101.700070587149 
 05/01  10:50:00,4101.700070587149 
 05/01  10:55:00,4101.700070587149 
 05/01  11:00:00,4101.700070587149 
 05/01  11:05:00,4089.5636218732217 
 05/01  11:10:00,4089.5636218732217 
 05/01  11:15:00,4089.5636218732217 
 05/01  11:20:00,4089.5636218732217 
 05/01  11:25:00,4089.5636218732217 
 05/01  11:30:00,4089.5636218732217 
 05/01  11:35:00,4089.5636218732217 
 05/01  11:40:00,4089.5636218732217 
 05/01  11:45:00,4089.5636218732217 
 05/01  11:50:00,4089.5636218732217 
 05/01  11:55:00,4089.5636218732217 
 05/01  12:00:00,4089.5636218732217 
 05/01  12:05:00,4054.4444663407259 
 05/01  12:10:00,4054.4444663407259 
 05/01  12:15:00,4054.4444663407259 
 05/01  12:20:00,4054.4444663407259 
 05/01  12:25:00,4054.4444663407259 
 05/01  12:30:00,4054.4444663407259 
 05/01  12:35:00,4054.4444663407259 
 05/01  12:40:00,4054.4444663407259 
 05/01  12:45:00,4054.4444663407259 
 05/01  12:50:00,4054.4444663407259 
 05/01  12:55:00,4054.4444663407259 
 05/01  13:00:00,4054.4444663407259 
 05/01  13:05:00,4043.1626099537368 
 05/01  13:10:00,4043.1626099537368 
 05/01  13:15:00,4043.1626099537368 
 05/01  13:20:00,4043.1626099537368 
 05/01  13:25:00,4043.1626099537368 
 05/01  13:30:00,4043.1626099537368 
 05/01  13:35:00,4043.1626099537368 
 05/01  13:40:00,4043.1626099537368 
 05/01  13:45:00,4043.1626099537368 
 05/01  13:50:00,4043.1626099537368 
 05/01  13:55:00,4043.1626099537368 
 05/01  14:00:00,4043.1626099537368 
 05/01  14:05:00,4077.643321393509 
 05/01  14:10:00,4077.7083642774357 
 05/01  14:15:00,4077.7083642774357 
 05/01  14:20:00,4077.7083642774357 
 05/01  14:25:00,4077.7083642774357 
 05/01  14:30:00,4077.7083642774357 
 05/01  14:35:00,4077.7083642774357 
 05/01  14:40:00,4077.7083642774357 
 05/01  14:45:00,4077.7083642774357 
 05/01  14:50:00,4077.7083642774357 
 05/01  14:55:00,4077.7083642774357 
 05/01  15:00:00,4077.7083642774357 
 05/01  15:05:00,4235.808939699462 
 05/01  15:10:00,4235.995494786302 
 05/01  15:15:00,4235.995494786302 
 05/01  15:20:00,4235.995494786302 
 05/01  15:25:00,4235.995494786302 
 05/01  15:30:00,4235.995494786302 
 05/01  15:35:00,4235.995494786302 
 05/01  15:40:00,4235.995494786302 
 05/01  15:45:00,4235.995494786302 
 05/01  15:50:00,4235.995494786302 
 05/01  15:55:00,4235.995494786302 
 05/01  16:00:00,4235.995494786302 
 05/01  16:05:00,4576.688620372726 
 05/01  16:10:00,4576.9050248672169 
 05/01  16:15:00,4576.9050248672169 
 05/01  16:20:00,4576.9050248672169 
 05/01  16:25:00,4576.9050248672169 
 05/01  16:30:00,4576.9050248672169 
 05/01  16:35:00,4576.9050248672169 
 05/01  16:40:00,4576.9050248672169 
 05/01  16:45:00,4576.9050248672169 
 05/01  16:50:00,4576.9050248672169 
 05/01  16:55:00,4576.9050248672169 
 05/01  17:00:00,4576.9050248672169 
 05/01  17:05:00,4576.9050248672169 
 05/01  17:10:00,4577.157539315965 
 05/01  17:15:00,4577.157539315965 
 05/01  17:20:00,4577.157539315965 
 05/01  17:25:00,4577.157539315965 
 05/01  17:30:00,4577.157539315965 
 05/01  17:35:00,4577.157539315965 
 05/01  17:40:00,4577.157539315965 
 05/01  17:45:00,4577.157539315965 
 05/01  17:50:00,4577.157539315965 
 05/01  17:55:00,4577.157539315965 
 05/01  18:00:00,4577.157539315965 
 05/01  18:05:00,4445.989185554649 
 05/01  18:10:00,4446.152215945602 
 05/01  18:15:00,4446.152215945602 
 05/01  18:20:00,4446.152215945602 
 05/01  18:25:00,4446.152215945602 
 05/01  18:30:00,4446.152215945602 
 05/01  18:35:00,4446.152215945602 
 05/01  18:40:00,4446.152215945602 
 05/01  18:45:00,4446.152215945602 
 05/01  18:50:00,4446.152215945602 
 05/01  18:55:00,4446.152215945602 
 05/01  19:00:00,4446.152215945602 
 05/01  19:05:00,4377.157798261525 
 05/01  19:10:00,4377.157798261525 
 05/01  19:15:00,4377.157798261525 
 05/01  19:20:00,4377.157798261525 
 05/01  19:25:00,4377.157798261525 
 05/01  19:30:00,4377.157798261525 
 05/01  19:35:00,4377.157798261525 
 05/01  19:40:00,4377.157798261525 
 05/01  19:45:00,4377.157798261525 
 05/01  19:50:00,4377.157798261525 
 05/01  19:55:00,4377.157798261525 
 05/01  20:00:00,4377.157798261525 
 05/01  20:05:00,4312.011830738735 
 05/01  20:10:00,4311.723125142682 
 05/01  20:15:00,4311.723125142682 
 05/01  20:20:00,4311.723125142666 
 05/01  20:25:00,4311.723125142682 
 05/01  20:30:00,4311.723125142682 
 05/01  20:35:00,4311.723125142678 
 05/01  20:40:00,4311.7231251426569 
 05/01  20:45:00,4311.723125142682 
 05/01  20:50:00,4311.723125142682 
 05/01  20:55:00,4311.7231251426569 
 05/01  21:00:00,4311.7231251426569 
 05/01  21:05:00,4114.550714233611 
 05/01  21:10:00,19591.394160847925 
 05/01  21:15:00,17190.974575242388 
 05/01  21:20:00,14647.211106800913 
 05/01  21:25:00,13271.353284202334 
 05/01  21:30:00,16380.228449771588 
 05/01  21:35:00,16783.391471348343 
 05/01  21:40:00,16717.35031505766 
 05/01  21:45:00,16144.74331470328 
 05/01  21:50:00,16124.104603934344 
 05/01  21:55:00,15948.587026524045 
 05/01  22:00:00,15675.9329483891 
 05/01  22:05:00,12492.360552503067 
 05/01  22:10:00,10934.247034916267 
 05/01  22:15:00,10626.308893401058 
 05/01  22:20:00,10368.898087952526 
 05/01  22:25:00,10048.26016903975 
 05/01  22:30:00,9811.026152333767 
 05/01  22:35:00,9581.02297542974 
 05/01  22:40:00,9337.810342201936 
 05/01  22:45:00,9125.152262272935 
 05/01  22:50:00,8879.912604412752 
 05/01  22:55:00,8688.11852633581 
 05/01  23:00:00,8539.994116981852 
 05/01  23:05:00,6986.742149908057 
 05/01  23:10:00,6409.3057111233979 
 05/01  23:15:00,6302.954947641976 
 05/01  23:20:00,6277.47990859839 
 05/01  23:25:00,6212.282776352316 
 05/01  23:30:00,6169.652902851758 
 05/01  23:35:00,6128.414877615757 
 05/01  23:40:00,6078.836144262108 
 05/01  23:45:00,6042.752889489116 
 05/01  23:50:00,6009.0777271986039 
 05/01  23:55:00,5952.804308118418 
 05/01  24:00:00,5932.803558053044 
 05/02  00:05:00,5703.184572896685 
 05/02  00:10:00,5638.091685502403 
 05/02  00:15:00,5612.334936813925 
 05/02  00:20:00,5587.297173500287 
 05/02  00:25:00,5562.640028583226 
 05/02  00:30:00,5515.21872358022 
 05/02  00:35:00,5495.649568086601 
 05/02  00:40:00,5470.656064710633 
 05/02  00:45:00,5456.290178296562 
 05/02  00:50:00,5442.084302594303 
 05/02  00:55:00,5427.992699714585 
 05/02  01:00:00,5390.33953029905 
 05/02  01:05:00,5352.98821417848 
 05/02  01:10:00,5348.641070993192 
 05/02  01:15:00,5346.77613681259 
 05/02  01:20:00,5344.965850985384 
 05/02  01:25:00,5343.19108646178 
 05/02  01:30:00,5341.440387455675 
 05/02  01:35:00,5339.713339353901 
 05/02  01:40:00,5338.008476428363 
 05/02  01:45:00,5336.324650816288 
 05/02  01:50:00,5334.660898091318 
 05/02  01:55:00,3818.928763863356 
 05/02  02:00:00,5334.9838241161919 
 05/02  02:05:00,3812.801810918286 
 05/02  02:10:00,3812.801810918286 
 05/02  02:15:00,3812.801810918286 
 05/02  02:20:00,3812.801810918286 
 05/02  02:25:00,3812.801810918286 
 05/02  02:30:00,3812.801810918286 
 05/02  02:35:00,3812.801810918286 
 05/02  02:40:00,3812.801810918286 
 05/02  02:45:00,3812.801810918286 
 05/02  02:50:00,3812.801810918286 
 05/02  02:55:00,3812.801810918286 
 05/02  03:00:00,3812.801810918286 
 05/02  03:05:00,3812.8427317406028 
 05/02  03:10:00,3812.8870872091326 
 05/02  03:15:00,3812.8870872091326 
 05/02  03:20:00,3812.8870872091326 
 05/02  03:25:00,3812.8870872091326 
 05/02  03:30:00,5314.108541306197 
 05/02  03:35:00,3812.8870872091326 
 05/02  03:40:00,3812.8870872091326 
 05/02  03:45:00,3812.8870872091326 
 05/02  03:50:00,3812.8870872091326 
 05/02  03:55:00,3812.8870872091326 
 05/02  04:00:00,3812.8870872091326 
 05/02  04:05:00,3845.3812110581927 
 05/02  04:10:00,3845.4701862784756 
 05/02  04:15:00,3845.4701862784756 
 05/02  04:20:00,5346.180167709626 
 05/02  04:25:00,3845.4701862784756 
 05/02  04:30:00,3845.4701862784756 
 05/02  04:35:00,3845.4701862784756 
 05/02  04:40:00,3845.4701862784756 
 05/02  04:45:00,3845.4701862784756 
 05/02  04:50:00,3845.4701862784756 
 05/02  04:55:00,3845.4701862784756 
 05/02  05:00:00,3845.4701862784756 
 05/02  05:05:00,3933.0009709016969 
 05/02  05:10:00,3933.0174426844525 
 05/02  05:15:00,3933.0174426844525 
 05/02  05:20:00,3933.017442684457 
 05/02  05:25:00,3933.017442684457 
 05/02  05:30:00,3933.017442684466 
 05/02  05:35:00,3933.0174426844635 
 05/02  05:40:00,3933.017442684466 
 05/02  05:45:00,3933.017442684466 
 05/02  05:50:00,3933.017442684466 
 05/02  05:55:00,3933.017442684466 
 05/02  06:00:00,3933.017442684466 
 05/02  06:05:00,4045.495677574627 
 05/02  06:10:00,4045.4750850620869 
 05/02  06:15:00,4045.4750850620869 
 05/02  06:20:00,4045.4750850620869 
 05/02  06:25:00,4045.4750850620869 
 05/02  06:30:00,4045.475085062076 
 05/02  06:35:00,4045.475085062084 
 05/02  06:40:00,4045.4750850620869 
 05/02  06:45:00,4045.4750850620869 
 05/02  06:50:00,4045.4750850620869 
 05/02  06:55:00,4045.4750850620869 
 05/02  07:00:00,4045.4750850620869 
 05/02  07:05:00,4065.4624625332105 
 05/02  07:10:00,4065.336804237346 
 05/02  07:15:00,4065.3368042373488 
 05/02  07:20:00,4065.3368042373488 
 05/02  07:25:00,4065.3368042373369 
 05/02  07:30:00,4065.3368042373369 
 05/02  07:35:00,4065.3368042373488 
 05/02  07:40:00,4065.3368042373488 
 05/02  07:45:00,4065.3368042373488 
 05/02  07:50:00,4065.3368042373488 
 05/02  07:55:00,4065.3368042373488 
 05/02  08:00:00,4065.3368042373488 
 05/02  08:05:00,4076.7917776082638 
 05/02  08:10:00,4076.7484760672066 
 05/02  08:15:00,4076.7484760672066 
 05/02  08:20:00,4076.7484760672066 
 05/02  08:25:00,4076.7484760672066 
 05/02  08:30:00,4076.7484760672066 
 05/02  08:35:00,4076.7484760672066 
 05/02  08:40:00,4076.7484760672066 
 05/02  08:45:00,4076.7484760672066 
 05/02  08:50:00,4076.7484760672066 
 05/02  08:55:00,4076.7484760672066 
 05/02  09:00:00,4076.7484760672066 
 05/02  09:05:00,4100.441195889675 
 05/02  09:10:00,4100.441195889675 
 05/02  09:15:00,4100.441195889675 
 05/02  09:20:00,4100.441195889675 
 05/02  09:25:00,4100.441195889675 
 05/02  09:30:00,4100.441195889675 
 05/02  09:35:00,4100.441195889675 
 05/02  09:40:00,4100.441195889675 
 05/02  09:45:00,4100.441195889675 
 05/02  09:50:00,4100.441195889675 
 05/02  09:55:00,4100.441195889675 
 05/02  10:00:00,4100.441195889675 
 05/02  10:05:00,4112.772995746456 
 05/02  10:10:00,4112.772995746456 
 05/02  10:15:00,4112.772995746456 
 05/02  10:20:00,4112.772995746456 
 05/02  10:25:00,4112.772995746456 
 05/02  10:30:00,4112.772995746456 
 05/02  10:35:00,4112.772995746456 
 05/02  10:40:00,4112.772995746456 
 05/02  10:45:00,4112.772995746456 
 05/02  10:50:00,4112.772995746456 
 05/02  10:55:00,4112.772995746456 
 05/02  11:00:00,4112.772995746456 
 05/02  11:05:00,4099.582355636956 
 05/02  11:10:00,4099.578806545275 
 05/02  11:15:00,4099.578806545275 
 05/02  11:20:00,4099.578806545275 
 05/02  11:25:00,4099.578806545275 
 05/02  11:30:00,4099.578806545275 
 05/02  11:35:00,4099.578806545275 
 05/02  11:40:00,4099.578806545275 
 05/02  11:45:00,4099.578806545275 
 05/02  11:50:00,4099.578806545275 
 05/02  11:55:00,4099.578806545275 
 05/02  12:00:00,4099.578806545275 
 05/02  12:05:00,4064.741689585771 
 05/02  12:10:00,4064.7450554812787 
 05/02  12:15:00,4064.7450554812787 
 05/02  12:20:00,4064.7450554812787 
 05/02  12:25:00,4064.7450554812787 
 05/02  12:30:00,4064.7450554812787 
 05/02  12:35:00,4064.7450554812787 
 05/02  12:40:00,4064.7450554812787 
 05/02  12:45:00,4064.7450554812787 
 05/02  12:50:00,4064.7450554812787 
 05/02  12:55:00,4064.7450554812787 
 05/02  13:00:00,4064.7450554812787 
 05/02  13:05:00,4053.2738367851909 
 05/02  13:10:00,4053.2738367851909 
 05/02  13:15:00,4053.2738367851909 
 05/02  13:20:00,4053.2738367851909 
 05/02  13:25:00,4053.2738367851909 
 05/02  13:30:00,4053.2738367851909 
 05/02  13:35:00,4053.2738367851909 
 05/02  13:40:00,4053.2738367851909 
 05/02  13:45:00,4053.2738367851909 
 05/02  13:50:00,4053.2738367851909 
 05/02  13:55:00,4053.2738367851909 
 05/02  14:00:00,4053.2738367851909 
 05/02  14:05:00,4088.3270670451986 
 05/02  14:10:00,4088.3931729841685 
 05/02  14:15:00,4088.3931729841685 
 05/02  14:20:00,4088.3931729841685 
 05/02  14:25:00,4088.3931729841685 
 05/02  14:30:00,4088.3931729841685 
 05/02  14:35:00,4088.3931729841685 
 05/02  14:40:00,4088.3931729841685 
 05/02  14:45:00,4088.3931729841685 
 05/02  14:50:00,4088.3931729841685 
 05/02  14:55:00,4088.3931729841685 
 05/02  15:00:00,4088.3931729841685 
 05/02  15:05:00,4248.929766099982 
 05/02  15:10:00,4249.119050185575 
 05/02  15:15:00,4249.119050185575 
 05/02  15:20:00,4249.119050185575 
 05/02  15:25:00,4249.119050185575 
 05/02  15:30:00,4249.119050185575 
 05/02  15:35:00,4249.119050185575 
 05/02  15:40:00,4249.119050185575 
 05/02  15:45:00,4249.119050185575 
 05/02  15:50:00,4249.119050185575 
 05/02  15:55:00,4249.119050185575 
 05/02  16:00:00,4249.119050185575 
 05/02  16:05:00,4579.532369968902 
 05/02  16:10:00,4579.709742895471 
 05/02  16:15:00,4579.709742895471 
 05/02  16:20:00,45628.6257399306 
 05/02  16:25:00,4579.709742895471 
 05/02  16:30:00,4579.709742895471 
 05/02  16:35:00,4579.709742895471 
 05/02  16:40:00,4579.709742895471 
 05/02  16:45:00,45871.64104424746 
 05/02  16:50:00,45756.46077447253 
 05/02  16:55:00,4579.709742895471 
 05/02  17:00:00,4579.709742895471 
 05/02  17:05:00,4576.9050248672169 
 05/02  17:10:00,45371.48466498144 
 05/02  17:15:00,4577.157539315965 
 05/02  17:20:00,4577.157539315965 
 05/02  17:25:00,4577.157539315965 
 05/02  17:30:00,45583.05088657681 
 05/02  17:35:00,4577.157539315965 
 05/02  17:40:00,4577.157539315965 
 05/02  17:45:00,4577.157539315965 
 05/02  17:50:00,4577.157539315965 
 05/02  17:55:00,4577.157539315965 
 05/02  18:00:00,4577.157539315965 
 05/02  18:05:00,4445.989185554649 
 05/02  18:10:00,4446.152215945602 
 05/02  18:15:00,4446.152215945602 
 05/02  18:20:00,4446.152215945602 
 05/02  18:25:00,4446.152215945602 
 05/02  18:30:00,4446.152215945602 
 05/02  18:35:00,4446.152215945602 
 05/02  18:40:00,4446.152215945602 
 05/02  18:45:00,4446.152215945602 
 05/02  18:50:00,4446.152215945602 
 05/02  18:55:00,4446.152215945602 
 05/02  19:00:00,4446.152215945602 
 05/02  19:05:00,4377.157798261525 
 05/02  19:10:00,4377.157798261525 
 05/02  19:15:00,4377.157798261525 
 05/02  19:20:00,4377.157798261525 
 05/02  19:25:00,4377.157798261525 
 05/02  19:30:00,4377.157798261525 
 05/02  19:35:00,4377.157798261525 
 05/02  19:40:00,4377.157798261525 
 05/02  19:45:00,4377.157798261525 
 05/02  19:50:00,4377.157798261525 
 05/02  19:55:00,4377.157798261525 
 05/02  20:00:00,4377.157798261525 
 05/02  20:05:00,4312.011830738735 
 05/02  20:10:00,4311.723125142682 
 05/02  20:15:00,4311.723125142682 
 05/02  20:20:00,4311.723125142682 
 05/02  20:25:00,4311.723125142682 
 05/02  20:30:00,4311.723125142682 
 05/02  20:35:00,4311.723125142682 
 05/02  20:40:00,4311.723125142682 
 05/02  20:45:00,4311.723125142682 
 05/02  20:50:00,4311.723125142682 
 05/02  20:55:00,4311.723125142682 
 05/02  21:00:00,4311.723125142682 
 05/02  21:05:00,4114.550714233611 
 05/02  21:10:00,58726.93764424615 
 05/02  21:15:00,48802.64365317679 
 05/02  21:20:00,47481.39262052813 
 05/02  21:25:00,48868.689872828836 
 05/02  21:30:00,39172.498390571796 
 05/02  21:35:00,38501.97012479404 
 05/02  21:40:00,37587.909937772885 
 05/02  21:45:00,36487.394057172445 
 05/02  21:50:00,35591.03836187414 
 05/02  21:55:00,34798.895384208896 
 05/02  22:00:00,34210.553032813004 
 05/02  22:05:00,30884.564846303525 
 05/02  22:10:00,29013.09474070885 
 05/02  22:15:00,28513.289894062294 
 05/02  22:20:00,28053.232502048377 
 05/02  22:25:00,27629.723411731367 
 05/02  22:30:00,27282.915646341684 
 05/02  22:35:00,26957.166181574303 
 05/02  22:40:00,26625.332238752915 
 05/02  22:45:00,26309.06654425372 
 05/02  22:50:00,26012.315936789633 
 05/02  22:55:00,25732.9165517309 
 05/02  23:00:00,25469.000330025832 
 05/02  23:05:00,22951.14500425244 
 05/02  23:10:00,21682.00805048908 
 05/02  23:15:00,21529.90747771167 
 05/02  23:20:00,21393.806505326505 
 05/02  23:25:00,21269.874049215738 
 05/02  23:30:00,21156.252628665472 
 05/02  23:35:00,21053.604510751204 
 05/02  23:40:00,20960.74464411865 
 05/02  23:45:00,20876.50311237752 
 05/02  23:50:00,20799.916164755618 
 05/02  23:55:00,20730.23729088267 
 05/02  24:00:00,20666.850134954755 
